StudyGlobal Booking ID,SumOfStage Duration,SumOf# Calls,SumOf# Emails,Direction,Sub-Region,Class,Intake vs Offer,emailsCallsProduct
14164746,429,0,1,Outbound,"S Europe, Levant & N Africa",Jill,63,0
14468426,585,0,9,Inbound,NA,Jill,410,0
14468426,585,0,9,Inbound,NA,Jack,,0
14468426,390,0,6,Outbound,NA,Jill,410,0
14468426,390,0,6,Outbound,NA,Jack,,0
27972039,1105,1,16,Inbound,UK & W Europe,Jill,33,16
27972039,1235,5,13,Outbound,UK & W Europe,Jill,33,65
20562202,3055,0,47,Inbound,LAM,Jill,187,0
20562202,4745,40,32,Outbound,LAM,Jill,187,1280
21834634,130,0,2,Inbound,LAM,Jill,161,0
21834634,455,5,2,Outbound,LAM,Jill,161,10
20898529,260,0,4,Inbound,LAM,Jill,181,0
20898529,1040,10,5,Outbound,LAM,Jill,181,50
23986585,650,0,10,Inbound,UK & W Europe,Jill,112,0
23986585,390,1,5,Outbound,UK & W Europe,Jill,112,5
28027776,455,0,7,Inbound,UK & W Europe,Jill,40,0
28027776,520,6,2,Outbound,UK & W Europe,Jill,40,12
27969686,392,0,7,Inbound,Nigeria,Jill,33,0
27969686,728,1,11,Outbound,Nigeria,Jill,33,11
25521885,740,0,20,Inbound,Rest of Africa,Jill,83,0
25521885,703,3,16,Outbound,Rest of Africa,Jill,83,48
26351589,390,0,6,Inbound,Rest of S Asia,Jill,66,0
26351589,390,0,6,Inbound,Rest of S Asia,Jack,308,0
26351589,650,4,6,Outbound,Rest of S Asia,Jill,66,24
26351589,650,4,6,Outbound,Rest of S Asia,Jack,308,24
20136869,1105,0,17,Inbound,Middle East,Jill,196,0
20136869,975,2,13,Outbound,Middle East,Jill,196,26
20405317,1056,0,24,Inbound,Middle East,Jill,126,0
20405317,1056,0,24,Inbound,Middle East,Jack,193,0
20405317,3652,44,39,Outbound,Middle East,Jill,126,1716
20405317,3652,44,39,Outbound,Middle East,Jack,193,1716
12387828,436,0,1,Outbound,Rest of Africa,Jill,228,0
16767419,7608,0,24,Inbound,LAM,Jill,42,0
16767419,6657,3,2,Outbound,LAM,Jill,42,6
13493428,310,0,1,Outbound,Middle East,Jill,189,0
13493428,310,0,1,Outbound,Middle East,Jack,206,0
18794637,2205,0,35,Inbound,Rest of Africa,Jill,231,0
18794637,3591,18,38,Outbound,Rest of Africa,Jill,231,684
23849701,128,0,2,Inbound,Rest of Africa,Jill,119,0
23849701,320,0,5,Outbound,Rest of Africa,Jill,119,0
15363519,317,0,1,Outbound,"S Europe, Levant & N Africa",Jill,108,0
18304453,1600,0,25,Inbound,"S Europe, Levant & N Africa",Jill,248,0
18304453,1984,3,27,Outbound,"S Europe, Levant & N Africa",Jill,248,81
23842942,64,0,1,Inbound,Central Asia,Jill,119,0
23842942,576,2,7,Outbound,Central Asia,Jill,119,14
19390123,2745,4,41,Inbound,Nigeria,Jill,215,164
19390123,2318,17,20,Outbound,Nigeria,Jill,215,340
13354275,433,1,0,Inbound,Middle East,Jill,115,0
13354275,433,1,0,Outbound,Middle East,Jill,115,0
15482093,2496,0,39,Inbound,"S Europe, Levant & N Africa",Jill,341,0
15482093,640,5,3,Outbound,"S Europe, Levant & N Africa",Jill,341,15
13049888,317,0,1,Outbound,"S Europe, Levant & N Africa",Jack,368,0
13049888,317,0,1,Outbound,"S Europe, Levant & N Africa",Jill,291,0
23385439,1716,1,38,Inbound,LAM,Jill,126,38
23385439,2112,18,28,Outbound,LAM,Jill,126,504
15394551,951,0,3,Outbound,Russia,Jill,105,0
15686283,317,1,0,Outbound,S China,Jill,91,0
26841167,305,0,5,Inbound,Taiwan/Japan,Jill,57,0
26841167,488,2,6,Outbound,Taiwan/Japan,Jill,57,12
16262084,951,0,3,Inbound,Middle East,Jill,63,0
23773864,192,0,3,Inbound,Middle East,Jill,122,0
16554845,1585,4,1,Outbound,Korea,Jill,97,4
16554845,1585,4,1,Outbound,Korea,Jill,215,4
15145638,290,0,5,Inbound,LAM,Jill,370,0
15145638,174,0,3,Outbound,LAM,Jill,370,0
16339535,384,0,6,Inbound,Russia,Jill,312,0
16339535,256,0,4,Outbound,Russia,Jill,312,0
28622767,1408,1,21,Inbound,UK & W Europe,Jill,19,21
28622767,1536,10,14,Outbound,UK & W Europe,Jill,19,140
23371507,1792,0,28,Inbound,"S Europe, Levant & N Africa",Jill,126,0
23371507,3456,26,19,Outbound,"S Europe, Levant & N Africa",Jill,126,494
27981817,522,0,9,Inbound,"S Europe, Levant & N Africa",Jill,32,0
27981817,1160,17,3,Outbound,"S Europe, Levant & N Africa",Jill,32,51
27358762,384,0,6,Inbound,UK & W Europe,Jill,26,0
27358762,384,0,6,Inbound,UK & W Europe,Jack,46,0
27358762,2048,31,0,Outbound,UK & W Europe,Jill,26,0
27358762,2048,31,0,Outbound,UK & W Europe,Jack,46,0
26679605,768,0,12,Inbound,"S Europe, Levant & N Africa",Jill,244,0
26679605,1920,17,13,Outbound,"S Europe, Levant & N Africa",Jill,244,221
21216114,1792,0,28,Inbound,UK & W Europe,Jill,138,0
21216114,3584,10,45,Outbound,UK & W Europe,Jill,138,450
22069696,65,0,1,Inbound,Middle East,Jill,153,0
22677874,1032,1,23,Inbound,Rest of Africa,Jill,140,23
22677874,2107,16,32,Outbound,Rest of Africa,Jill,140,512
24342057,1404,0,26,Inbound,UK & W Europe,Jill,75,0
24342057,1404,0,26,Inbound,UK & W Europe,Jack,110,0
24342057,1404,10,15,Outbound,UK & W Europe,Jill,75,150
24342057,1404,10,15,Outbound,UK & W Europe,Jack,110,150
26762435,732,1,11,Inbound,Rest of S Asia,Jill,57,11
26762435,1220,10,10,Outbound,Rest of S Asia,Jill,57,100
13870952,1736,3,1,Inbound,"S Europe, Levant & N Africa",Jill,61,3
13870952,2604,5,1,Outbound,"S Europe, Levant & N Africa",Jill,61,5
17262479,2240,0,35,Inbound,LAM,Jill,279,0
17262479,1664,3,7,Outbound,LAM,Jill,279,21
24390184,768,0,12,Inbound,Singapore,Jill,62,0
24390184,768,0,12,Inbound,Singapore,Jill,109,0
24390184,512,3,5,Outbound,Singapore,Jill,62,15
24390184,512,3,5,Outbound,Singapore,Jill,109,15
27814914,2112,0,33,Inbound,"Malaysia, Brunei, Philippines",Jill,37,0
27814914,1088,14,1,Outbound,"Malaysia, Brunei, Philippines",Jill,37,14
12779069,634,0,2,Inbound,Middle East,Jack,313,0
12779069,634,0,2,Inbound,Middle East,Jill,101,0
12779069,634,0,2,Inbound,Middle East,Jack,595,0
12779069,634,0,2,Outbound,Middle East,Jack,313,0
12779069,634,0,2,Outbound,Middle East,Jill,101,0
12779069,634,0,2,Outbound,Middle East,Jack,595,0
23829251,256,0,4,Inbound,Middle East,Jill,192,0
13708861,324,0,1,Inbound,Nigeria,Jill,266,0
13708861,324,0,1,Inbound,Nigeria,Jack,,0
13601384,324,1,0,Outbound,Indonesia,Jill,201,0
27829413,2080,6,26,Inbound,Singapore,Jill,14,156
27829413,1885,19,9,Outbound,Singapore,Jill,14,171
15533230,3564,0,11,Inbound,S China,Jack,94,0
15533230,3564,0,11,Inbound,S China,Jill,89,0
15533230,1296,4,0,Outbound,S China,Jack,94,0
15533230,1296,4,0,Outbound,S China,Jill,89,0
14740003,1212,2,2,Inbound,Middle East,Jack,146,4
14740003,1212,2,2,Inbound,Middle East,Jill,143,4
14740003,4545,15,0,Outbound,Middle East,Jack,146,0
14740003,4545,15,0,Outbound,Middle East,Jill,143,0
16388554,11470,1,36,Inbound,NA,Jill,62,36
16388554,11780,1,37,Outbound,NA,Jill,62,37
27972242,1102,0,19,Inbound,Thailand,Jill,40,0
27972242,1102,8,5,Outbound,Thailand,Jill,40,40
25657842,704,1,15,Inbound,Middle East,Jill,132,15
25657842,968,8,8,Outbound,Middle East,Jill,132,64
26982251,1792,0,32,Inbound,NA,Jill,39,0
26982251,616,5,5,Outbound,NA,Jill,39,25
18343312,2552,0,44,Inbound,UK & W Europe,Jill,249,0
18343312,2552,0,44,Inbound,UK & W Europe,Jack,,0
18343312,1450,5,14,Outbound,UK & W Europe,Jill,249,70
18343312,1450,5,14,Outbound,UK & W Europe,Jack,,70
14773141,930,3,0,Outbound,"Malaysia, Brunei, Philippines",Jill,147,0
25445060,264,0,6,Inbound,Middle East,Jill,94,0
25445060,572,7,5,Outbound,Middle East,Jill,94,35
22734939,172,0,2,Inbound,Middle East,Jill,119,0
22739875,258,0,3,Inbound,Middle East,Jill,119,0
22738040,258,0,3,Inbound,Middle East,Jill,119,0
22739889,172,0,2,Inbound,Middle East,Jill,119,0
22734660,258,0,3,Inbound,Middle East,Jill,119,0
11559146,792,0,1,Inbound,Middle East,Jill,18,0
19620221,312,0,4,Inbound,Middle East,Jill,199,0
20471792,632,0,8,Inbound,Taiwan/Japan,Jill,178,0
20471792,869,3,8,Outbound,Taiwan/Japan,Jill,178,24
20133985,7316,0,31,Inbound,Nigeria,Jill,122,0
20133985,18880,57,22,Outbound,Nigeria,Jill,122,1254
23752189,2054,0,26,Inbound,Rest of Africa,Jill,108,0
23752189,2844,6,29,Outbound,Rest of Africa,Jill,108,174
13566235,7380,0,30,Inbound,"S Europe, Levant & N Africa",Jack,285,0
13566235,7380,0,30,Inbound,"S Europe, Levant & N Africa",Jill,224,0
13566235,11562,13,34,Outbound,"S Europe, Levant & N Africa",Jack,285,442
13566235,11562,13,34,Outbound,"S Europe, Levant & N Africa",Jill,224,442
14808767,3744,3,45,Inbound,LAM,Jill,150,135
14808767,3744,3,45,Inbound,LAM,Jill,377,135
14808767,3744,3,45,Inbound,LAM,Jill,452,135
14808767,7410,36,59,Outbound,LAM,Jill,150,2124
14808767,7410,36,59,Outbound,LAM,Jill,377,2124
14808767,7410,36,59,Outbound,LAM,Jill,452,2124
27970207,610,0,10,Inbound,"Malaysia, Brunei, Philippines",Jill,19,0
27970207,976,7,8,Outbound,"Malaysia, Brunei, Philippines",Jill,19,56
17052874,1976,0,8,Inbound,UK & W Europe,Jill,104,0
17052874,741,3,0,Outbound,UK & W Europe,Jill,104,0
23393627,539,0,7,Inbound,Rest of S Asia,Jill,112,0
23393627,1078,6,7,Outbound,Rest of S Asia,Jill,112,42
16978000,4503,1,56,Inbound,"S Europe, Levant & N Africa",Jill,271,56
16978000,4187,7,46,Outbound,"S Europe, Levant & N Africa",Jill,271,322
13365589,4182,0,17,Inbound,Middle East,Jill,318,0
13365589,4182,0,17,Inbound,Middle East,Jill,399,0
13365589,492,0,1,Outbound,Middle East,Jill,318,0
13365589,492,0,1,Outbound,Middle East,Jill,399,0
22644678,1659,0,21,Inbound,Middle East,Jack,329,0
22644678,1659,0,21,Inbound,Middle East,Jill,126,0
22644678,1580,2,14,Outbound,Middle East,Jack,329,28
22644678,1580,2,14,Outbound,Middle East,Jill,126,28
17073527,7896,0,24,Inbound,Middle East,Jill,-132,0
17073527,7896,0,24,Inbound,Middle East,Jill,18,0
17073527,2632,0,6,Outbound,Middle East,Jill,-132,0
17073527,2632,0,6,Outbound,Middle East,Jill,18,0
14609108,433,0,1,Outbound,Russia,Jill,24,0
13409528,882,0,2,Inbound,Middle East,Jill,111,0
23372626,632,0,8,Inbound,Middle East,Jill,115,0
23373319,450,0,6,Inbound,Middle East,Jill,115,0
23373319,150,0,2,Outbound,Middle East,Jill,115,0
23477809,675,0,9,Inbound,Middle East,Jill,112,0
23477809,150,0,2,Outbound,Middle East,Jill,112,0
23801887,225,0,3,Inbound,Middle East,Jill,105,0
23801887,75,0,1,Outbound,Middle East,Jill,105,0
18764347,1501,0,19,Inbound,UK & W Europe,Jill,196,0
18764347,790,1,8,Outbound,UK & W Europe,Jill,196,8
19623713,1216,0,16,Inbound,UK & W Europe,Jill,195,0
19623713,2204,11,18,Outbound,UK & W Europe,Jill,195,198
14298413,2002,1,25,Inbound,Rest of Africa,Jack,406,25
14298413,2002,1,25,Inbound,Rest of Africa,Jill,396,25
14298413,1771,5,18,Outbound,Rest of Africa,Jack,406,90
14298413,1771,5,18,Outbound,Rest of Africa,Jill,396,90
16008104,327,1,0,Outbound,Middle East,Jill,62,0
16008104,327,1,0,Outbound,Middle East,Jill,-132,0
15231122,2880,1,39,Inbound,Middle East,Jill,353,39
15231122,3384,8,39,Outbound,Middle East,Jill,353,312
23372190,1170,0,15,Inbound,Sri Lanka,Jill,116,0
23372190,1560,3,17,Outbound,Sri Lanka,Jill,116,51
15210972,988,3,1,Outbound,Thailand,Jill,186,3
18313842,474,0,6,Inbound,C China,Jill,231,0
18313842,158,0,2,Outbound,C China,Jill,231,0
23028160,158,0,2,Inbound,S China,Jill,123,0
23028160,158,1,1,Outbound,S China,Jill,123,1
14823298,858,0,11,Inbound,S China,Jill,376,0
14823298,858,0,11,Inbound,S China,Jill,154,0
14823298,936,9,3,Outbound,S China,Jill,376,27
14823298,936,9,3,Outbound,S China,Jill,154,27
18763763,2130,0,30,Inbound,N China,Jill,220,0
18763763,426,3,3,Outbound,N China,Jill,220,9
21712947,288,0,4,Inbound,N China,Jill,159,0
21712947,576,5,3,Outbound,N China,Jill,159,15
18505224,1960,0,28,Inbound,N China,Jill,234,0
18505224,350,2,3,Outbound,N China,Jill,234,6
15609024,4536,0,63,Inbound,NA,Jill,342,0
15609024,3744,0,52,Outbound,NA,Jill,342,0
15816902,1080,0,15,Inbound,LAM,Jill,332,0
15816902,1656,6,5,Outbound,LAM,Jill,332,30
19548619,1368,0,19,Inbound,LAM,Jill,207,0
19548619,1440,7,4,Outbound,LAM,Jill,207,28
25086582,288,0,4,Inbound,Hong Kong,Jill,87,0
25086582,360,3,2,Outbound,Hong Kong,Jill,87,6
15093652,323,0,1,Inbound,Brazil,Jill,115,0
15093652,5491,5,0,Outbound,Brazil,Jill,115,0
17149775,2201,2,29,Inbound,Middle East,Jill,265,58
17149775,2485,7,26,Outbound,Middle East,Jill,265,182
20749448,1349,0,19,Inbound,Nigeria,Jill,178,0
20749448,2343,7,25,Outbound,Nigeria,Jill,178,175
15108916,11210,0,38,Inbound,NA,Jill,109,0
15108916,11210,0,38,Inbound,NA,Jack,164,0
15108916,22125,24,51,Outbound,NA,Jill,109,1224
15108916,22125,24,51,Outbound,NA,Jack,164,1224
21076511,1420,1,19,Inbound,Rest of Africa,Jill,171,19
21076511,1775,8,14,Outbound,Rest of Africa,Jill,171,112
25813977,994,1,13,Inbound,UK & W Europe,Jill,70,13
25813977,1420,5,11,Outbound,UK & W Europe,Jill,70,55
26528771,568,0,8,Inbound,S China,Jill,55,0
26528771,1207,8,9,Outbound,S China,Jill,55,72
24768968,426,0,6,Inbound,India,Jill,94,0
24768968,639,3,6,Outbound,India,Jill,94,18
17572619,720,0,10,Inbound,Singapore,Jill,262,0
17572619,1080,5,10,Outbound,Singapore,Jill,262,50
18002109,576,0,8,Inbound,Singapore,Jill,248,0
18002109,720,3,7,Outbound,Singapore,Jill,248,21
11843579,870,0,2,Inbound,N China,Jill,290,0
23477610,213,0,3,Inbound,Middle East,Jill,119,0
23477610,71,0,1,Outbound,Middle East,Jill,119,0
25130740,648,0,9,Inbound,Central Asia,Jill,216,0
25130740,504,1,6,Outbound,Central Asia,Jill,216,6
26096298,976,0,16,Inbound,Nigeria,Jill,61,0
26096298,1830,17,12,Outbound,Nigeria,Jill,61,204
21345155,1207,0,17,Inbound,NA,Jill,167,0
21345155,1633,10,13,Outbound,NA,Jill,167,130
18316040,1491,0,21,Inbound,N China,Jill,238,0
18316040,1207,12,2,Outbound,N China,Jill,238,24
20264065,639,0,9,Inbound,W China,Jill,188,0
20264065,142,0,1,Outbound,W China,Jill,188,0
21079716,2272,0,32,Inbound,UK & W Europe,Jill,161,0
21079716,1278,0,17,Outbound,UK & W Europe,Jill,161,0
28664180,65,1,0,Inbound,Middle East,Jill,11,0
18480133,284,0,4,Inbound,Rest of Africa,Jill,235,0
18480133,142,0,2,Outbound,Rest of Africa,Jill,235,0
20756309,426,0,6,Inbound,LAM,Jill,178,0
20756309,781,3,7,Outbound,LAM,Jill,178,21
27786091,923,1,12,Inbound,UK & W Europe,Jill,278,12
27786091,1065,3,12,Outbound,UK & W Europe,Jill,278,36
21066507,4260,1,59,Inbound,Sri Lanka,Jill,160,59
21066507,4970,9,60,Outbound,Sri Lanka,Jill,160,540
15155086,1240,3,1,Outbound,Middle East,Jill,105,3
15155086,1240,3,1,Outbound,Middle East,Jack,,3
20136874,994,0,14,Inbound,"S Europe, Levant & N Africa",Jill,192,0
20136874,1349,7,12,Outbound,"S Europe, Levant & N Africa",Jill,192,84
18977275,2272,0,32,Inbound,UK & W Europe,Jill,221,0
18977275,2201,14,17,Outbound,UK & W Europe,Jill,221,238
19401110,1775,0,25,Inbound,Middle East,Jill,208,0
19401110,710,7,2,Outbound,Middle East,Jill,208,14
11827103,435,1,0,Outbound,"S Europe, Levant & N Africa",Jill,294,0
14124053,436,0,1,Outbound,Middle East,Jill,56,0
16083579,324,1,0,Outbound,W China,Jill,66,0
16230016,324,1,0,Outbound,India,Jill,60,0
16230016,324,1,0,Outbound,India,Jill,320,0
15658019,972,2,1,Outbound,Korea,Jill,88,2
18067414,7232,0,32,Inbound,Rest of Africa,Jill,87,0
18067414,4972,16,3,Outbound,Rest of Africa,Jill,87,48
14662444,1620,0,5,Inbound,"S Europe, Levant & N Africa",Jill,278,0
14662444,1620,0,5,Inbound,"S Europe, Levant & N Africa",Jack,285,0
14662444,2268,0,7,Outbound,"S Europe, Levant & N Africa",Jill,278,0
14662444,2268,0,7,Outbound,"S Europe, Levant & N Africa",Jack,285,0
15252450,10992,0,48,Inbound,Pakistan,Jill,189,0
15252450,10992,0,48,Inbound,Pakistan,Jill,56,0
15252450,5267,6,17,Outbound,Pakistan,Jill,189,102
15252450,5267,6,17,Outbound,Pakistan,Jill,56,102
14372461,33936,0,112,Inbound,NA,Jill,158,0
14372461,14847,10,39,Outbound,NA,Jill,158,390
17297325,7040,0,22,Inbound,"S Europe, Levant & N Africa",Jill,70,0
17297325,3520,2,6,Outbound,"S Europe, Levant & N Africa",Jill,70,12
17872924,1673,0,7,Inbound,N China,Jill,84,0
17872924,2868,3,9,Outbound,N China,Jill,84,27
17042215,6930,3,19,Inbound,Middle East,Jill,-4,57
17042215,5040,8,8,Outbound,Middle East,Jill,-4,64
13458861,648,2,0,Outbound,UK & W Europe,Jill,222,0
16499140,8100,0,25,Inbound,Middle East,Jill,13,0
16499140,3888,0,12,Outbound,Middle East,Jill,13,0
15617988,8100,0,25,Inbound,"S Europe, Levant & N Africa",Jill,84,0
15617988,5832,6,8,Outbound,"S Europe, Levant & N Africa",Jill,84,48
13315227,1296,1,3,Outbound,Taiwan/Japan,Jill,241,3
13157500,324,0,1,Outbound,Central Asia,Jack,273,0
13157500,324,0,1,Outbound,Central Asia,Jill,265,0
28618058,136,0,2,Inbound,Middle East,Jill,22,0
28618058,204,3,0,Outbound,Middle East,Jill,22,0
15092227,284,2,2,Outbound,Pakistan,Jill,364,4
22449183,382,0,2,Inbound,Brazil,Jill,52,0
22449183,955,4,1,Outbound,Brazil,Jill,52,4
19360869,900,1,4,Inbound,Nigeria,Jill,94,4
19360869,3240,9,9,Outbound,Nigeria,Jill,94,81
14611665,988,0,4,Inbound,E China,Jill,221,0
14611665,741,0,3,Outbound,E China,Jill,221,0
24802724,539,0,7,Inbound,E China,Jill,87,0
24802724,924,3,9,Outbound,E China,Jill,87,27
15775223,1064,0,14,Inbound,N China,Jill,175,0
15775223,1064,0,14,Inbound,N China,Jill,327,0
15775223,1140,9,6,Outbound,N China,Jill,175,54
15775223,1140,9,6,Outbound,N China,Jill,327,54
19555328,304,0,4,Inbound,N China,Jill,199,0
19555328,1824,17,7,Outbound,N China,Jill,199,119
22401344,154,1,1,Inbound,W China,Jill,132,1
22401344,693,5,4,Outbound,W China,Jill,132,20
16127951,4494,0,14,Inbound,Russia,Jill,-132,0
16127951,4494,0,14,Inbound,Russia,Jill,54,0
16127951,7062,0,22,Outbound,Russia,Jill,-132,0
16127951,7062,0,22,Outbound,Russia,Jill,54,0
21844575,308,0,4,Inbound,Korea,Jill,146,0
21844575,308,0,4,Inbound,Korea,Jill,108,0
21844575,1232,8,8,Outbound,Korea,Jill,146,64
21844575,1232,8,8,Outbound,Korea,Jill,108,64
14879909,3140,0,10,Inbound,Korea,Jill,113,0
14879909,3140,0,10,Inbound,Korea,Jill,-132,0
14879909,2198,3,3,Outbound,Korea,Jill,113,9
14879909,2198,3,3,Outbound,Korea,Jill,-132,9
19099921,539,0,7,Inbound,E China,Jill,210,0
19099921,539,3,4,Outbound,E China,Jill,210,12
19779196,385,0,5,Inbound,S China,Jill,195,0
19779196,2079,15,12,Outbound,S China,Jill,195,180
15841410,494,2,0,Outbound,S China,Jill,223,0
15841410,494,2,0,Outbound,S China,Jill,157,0
16202442,314,0,1,Inbound,N China,Jill,40,0
16202442,314,0,1,Inbound,N China,Jill,-132,0
16202442,4082,10,3,Outbound,N China,Jill,40,30
16202442,4082,10,3,Outbound,N China,Jill,-132,30
15336617,654,0,2,Inbound,N China,Jill,67,0
15336617,654,0,2,Inbound,N China,Jill,-132,0
26973185,380,1,4,Inbound,S China,Jill,53,4
26973185,380,3,2,Outbound,S China,Jill,53,6
27691305,594,0,11,Inbound,"S Europe, Levant & N Africa",Jill,30,0
27691305,594,0,11,Inbound,"S Europe, Levant & N Africa",Jack,34,0
27691305,1890,25,9,Outbound,"S Europe, Levant & N Africa",Jill,30,225
27691305,1890,25,9,Outbound,"S Europe, Levant & N Africa",Jack,34,225
14363982,5270,16,0,Outbound,"S Europe, Levant & N Africa",Jill,159,0
16981373,693,0,11,Inbound,N China,Jill,236,0
16981373,693,0,11,Inbound,N China,Jack,285,0
16981373,756,1,11,Outbound,N China,Jill,236,11
16981373,756,1,11,Outbound,N China,Jack,285,11
19862337,819,2,11,Inbound,W China,Jill,205,22
19862337,1260,10,10,Outbound,W China,Jill,205,100
14360322,429,0,1,Outbound,N China,Jill,182,0
14360322,429,0,1,Outbound,N China,Jill,334,0
20392624,1404,0,9,Inbound,Indonesia,Jill,103,0
20392624,2340,5,10,Outbound,Indonesia,Jill,103,50
24844166,819,0,13,Inbound,N China,Jack,101,0
24844166,819,0,13,Inbound,N China,Jill,97,0
24844166,819,3,10,Outbound,N China,Jack,101,30
24844166,819,3,10,Outbound,N China,Jill,97,30
23027163,427,0,7,Inbound,W China,Jill,136,0
23027163,854,6,8,Outbound,W China,Jill,136,48
15853187,1610,0,10,Inbound,C China,Jill,245,0
15853187,1610,0,10,Inbound,C China,Jill,158,0
15853187,322,1,1,Outbound,C China,Jill,245,1
15853187,322,1,1,Outbound,C China,Jill,158,1
15360291,3360,0,21,Inbound,E China,Jack,451,0
15360291,3360,0,21,Inbound,E China,Jill,207,0
15360291,3360,0,21,Inbound,E China,Jack,578,0
15360291,3360,0,21,Inbound,E China,Jill,269,0
15360291,160,0,1,Outbound,E China,Jack,451,0
15360291,160,0,1,Outbound,E China,Jill,207,0
15360291,160,0,1,Outbound,E China,Jack,578,0
15360291,160,0,1,Outbound,E China,Jill,269,0
14619430,428,0,1,Inbound,UK & W Europe,Jill,24,0
14619430,428,0,1,Inbound,UK & W Europe,Jack,,0
24204106,213,0,3,Inbound,S China,Jill,104,0
24204106,213,0,3,Inbound,S China,Jill,77,0
24204106,852,3,9,Outbound,S China,Jill,104,27
24204106,852,3,9,Outbound,S China,Jill,77,27
19306360,8670,0,51,Inbound,S China,Jack,68,0
19306360,8670,0,51,Inbound,S China,Jill,47,0
19306360,6800,0,40,Outbound,S China,Jack,68,0
19306360,6800,0,40,Outbound,S China,Jill,47,0
16420310,4238,0,26,Inbound,N China,Jill,209,0
16420310,4238,0,26,Inbound,N China,Jill,177,0
16420310,1793,6,4,Outbound,N China,Jill,209,24
16420310,1793,6,4,Outbound,N China,Jill,177,24
14421328,3438,0,18,Inbound,"Malaysia, Brunei, Philippines",Jill,287,0
14421328,3438,4,14,Outbound,"Malaysia, Brunei, Philippines",Jill,287,56
16077268,1337,1,6,Inbound,UK & W Europe,Jill,196,6
16077268,1528,2,6,Outbound,UK & W Europe,Jill,196,12
19074047,4029,0,17,Inbound,"S Europe, Levant & N Africa",Jill,45,0
19074047,3792,0,15,Outbound,"S Europe, Levant & N Africa",Jill,45,0
15480784,6960,0,29,Inbound,India,Jill,180,0
15480784,720,3,0,Outbound,India,Jill,180,0
18306924,5520,0,23,Inbound,W China,Jill,70,0
18306924,6240,15,11,Outbound,W China,Jill,70,165
15106762,812,0,14,Inbound,NA,Jill,378,0
15106762,638,0,11,Outbound,NA,Jill,378,0
15815354,4340,1,13,Inbound,"S Europe, Levant & N Africa",Jill,68,13
15815354,5890,8,11,Outbound,"S Europe, Levant & N Africa",Jill,68,88
30000885,828,2,21,Inbound,UK & W Europe,Jill,-17,42
30000885,1044,22,5,Outbound,UK & W Europe,Jill,-17,110
18831921,8160,0,40,Inbound,Nigeria,Jack,518,0
18831921,8160,0,40,Inbound,Nigeria,Jill,90,0
18831921,13668,31,35,Outbound,Nigeria,Jack,518,1085
18831921,13668,31,35,Outbound,Nigeria,Jill,90,1085
13432275,634,0,2,Inbound,UK & W Europe,Jill,235,0
13432275,634,0,2,Outbound,UK & W Europe,Jill,235,0
15353723,3876,1,18,Inbound,Rest of Africa,Jill,221,18
15353723,3876,1,18,Inbound,Rest of Africa,Jill,80,18
15353723,6936,11,23,Outbound,Rest of Africa,Jill,221,253
15353723,6936,11,23,Outbound,Rest of Africa,Jill,80,253
15336826,2040,0,10,Inbound,India,Jill,102,0
15336826,2040,0,10,Inbound,India,Jill,222,0
15336826,204,1,0,Outbound,India,Jill,102,0
15336826,204,1,0,Outbound,India,Jill,222,0
20139815,204,1,0,Outbound,Nigeria,Jill,47,0
18605915,4080,0,20,Inbound,N China,Jack,412,0
18605915,4080,0,20,Inbound,N China,Jack,385,0
18605915,4080,0,20,Inbound,N China,Jill,96,0
18605915,2040,6,3,Outbound,N China,Jack,412,18
18605915,2040,6,3,Outbound,N China,Jack,385,18
18605915,2040,6,3,Outbound,N China,Jill,96,18
24756562,1600,0,25,Inbound,UK & W Europe,Jill,88,0
24756562,1408,6,14,Outbound,UK & W Europe,Jill,88,84
26799437,810,0,15,Inbound,UK & W Europe,Jill,46,0
26799437,2538,35,11,Outbound,UK & W Europe,Jill,46,385
13040793,434,0,1,Inbound,NA,Jack,,0
13040793,434,0,1,Inbound,NA,Jill,172,0
23683106,648,0,9,Inbound,UK & W Europe,Jill,115,0
23683106,1224,5,12,Outbound,UK & W Europe,Jill,115,60
14994785,6642,0,27,Inbound,NA,Jill,196,0
14994785,1230,0,5,Outbound,NA,Jill,196,0
14937361,658,2,0,Outbound,Hong Kong,Jill,193,0
14937361,658,2,0,Outbound,Hong Kong,Jill,-132,0
14937361,658,2,0,Outbound,Hong Kong,Jill,118,0
15228768,1235,5,0,Outbound,Korea,Jill,186,0
